2335,0.11398405516052557
2404,0.11479207067442343
2221,0.11874236874236876
2222,0.12294404941463744
2460,0.12391366803131487
2201,0.12666092077856739
2258,0.12754075989370106
2321,0.12924657042304077
2337,0.13061121884651272
2160,0.13129354305824892
2351,0.13434604611075152
2334,0.13533362062773802
2253,0.13729081376140151
2186,0.13872728578610927
2294,0.14519140989729218
2224,0.15154779860662204
2300,0.15506715506715496
2169,0.15738346620699506
2157,0.17266393736981978
2331,0.21597356891474506
