2223,-0.2317388493859085
2333,-0.094268476621417685
2009,-0.093765711412770458
2141,-0.084572290454643539
288,-0.077731092436974847
2339,-0.076923076923076872
2080,-0.076563958916900043
2455,-0.075720031602384719
520,-0.069938231702937614
2332,-0.056974071679954275
2075,-0.05630970336852692
49,-0.053005817711700098
2204,-0.050527903469080204
314,-0.049522373051784863
615,-0.049145299145299137
2488,-0.048301371830783868
2341,-0.048175680528621756
435,-0.048157724628312859
500,-0.047044458809164691
623,-0.045841413488472427
